GRB	photon_index	photon_index_err	trigger_date	trigger_time	T90	z	ra	dec
210321A	2.0	0.175	2021-03-21	07:13:51	8.21	1.487	05:51:34.99	+70:07:50.1
210323A	1.7	0.195	2021-03-23	22:02:18	1.12	n/a	21:11:47.20	+25:22:09.5
210402A	2.2	0.195	n/a	n/a	238.7	n/a	13:13:02.22	+44:30:52.3
210410A	1.4	0.1699999999999999	2021-04-10	00:53:16	52.88	n/a	17:59:01.05	+45:21:42.9
210411C	1.9	0.115	2021-04-11	15:05:51	12.8	2.826	19:46:26.74	-39:23:53.4
210419A	2.6	0.28	2021-04-19	06:53:41	64.43	n/a	05:47:24.16	-65:30:08.1
210419C	2.8	0.425	2021-04-19	23:27:49	73.0	n/a	14:11:51.01	+36:00:26.5
210420	1.6	0.07675	n/a	n/a	n/a	n/a	16:57:17.89	+42:34:12.7
210421A	2.2	0.165	2021-04-21	00:27:30	79.52	n/a	06:59:29.86	+04:55:20.0
210504A	2.1	0.15	2021-05-04	13:54:53	135.06	2.077	14:49:33.89	-30:32:00.5
210509A	1.6	0.26	2021-05-09	14:32:20	8.22	n/a	23:21:30.15	+06:40:16.5
210514A	2.0	0.1149999999999999	2021-05-14	18:23:47	70.21	n/a	00:11:50.84	-21:53:40.3
210515C	2.1	0.25	2021-05-15	20:02:01	55.7	n/a	00:04:22.60	-14:57:12.0
210517A	1.7	0.16	2021-05-17	05:28:01	3.06	2.486	23:52:53.81	-39:06:06.7
210527A	2.9	0.4499999999999999	2021-05-27	07:07:48	63.21	n/a	11:29:17.00	+31:37:34.2
210605	3.1	1.7999999999999998	n/a	n/a	n/a	n/a	01:02:59.01	-06:25:48.7
210606A	1.7	0.5	2021-06-06	03:56:02	n/a	n/a	11:23:45.86	+00:48:46.5
210610	1.9	0.12	n/a	n/a	n/a	n/a	16:15:40.47	+14:23:56.3
210610A	1.8	0.11	2021-06-10	15:03:43	13.62	3.54	13:37:07.74	+14:27:55.4
210618A	n/a	n/a	2021-06-18	01:43:37	2.13	n/a	15:43:04.82	+46:04:09.5
210619	1.9	0.0563	n/a	n/a	n/a	n/a	21:18:52.39	+33:51:00.3
210626A	2.3	1.215	2021-06-26	08:16:15.9	n/a	n/a	14:46:05.95	-01:09:21.4
210702A	2.0	0.0593999999999999	2021-07-02	19:07:13	138.2	1.16	11:14:18.90	-36:44:49.7
210704A	1.5	0.425	2021-07-04	19:33:24	n/a	n/a	10:36:05.18	+57:12:59.0
210706A	1.6	0.355	2021-07-06	08:17:49.9	n/a	n/a	20:47:58.70	+13:19:01.3
210708A	2.5	0.35	2021-07-08	02:25:37	2.77	n/a	11:34:46.80	-49:08:03.2
210712A	2.0	0.11125	2021-07-12	09:43:11	136.41	n/a	06:29:19.64	-35:22:17.8
210722A	1.8	0.10305	2021-07-22	20:54:42	50.2	n/a	01:48:07.26	-06:20:51.3
210723A	1.8	0.245	n/a	n/a	48.54	n/a	08:06:53.08	-32:53:08.5
210724A	2.5	0.5700000000000001	n/a	n/a	50.57	n/a	15:09:39.51	-06:17:26.5
